symbol,source,strategy,tag,params,initial_cash,final_equity,total_return_pct,max_drawdown_abs,max_drawdown_pct,annualized_return_pct,annualized_vol_pct,sharpe,n_trades,win_rate_pct,avg_profit_per_trade,profit_factor
SOLUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,45619.82974530549,356.1982974530549,6655.772371949954,-64.41918751384247,1.5976228084852773,12.88982877951645,0.1229686605162543,703,22.33285917496444,50.66832111707762,1.0826022728255784
XRPUSDT,binance,SmaCross,batch_SmaCross_1h,"{'fast': 15, 'slow': 50}",10000.0,30801.37269908532,208.0137269908532,64991.004653529,-84.41286498189736,1.2592684246282904,12.19912950682432,0.10258409438918,711,30.801687763713083,29.25650168647728,1.0482645338444518
XRPUSDT,binance,MeanRevertBands,batch_MeanRevert_1h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,606.0311812591915,-93.9396881874081,11101.613421183369,-95.57770066721328,-0.8234804099361726,9.324182566479964,-0.0886808218726284,1180,62.45762711864407,-7.960990524356612,0.7441216964475517
XRPUSDT,binance,SmaCrossATR,batch_SmaCrossATR_1h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,8692.874539530045,-13.071254604699556,35201.290523259435,-87.58669344277368,0.5290174132378089,10.892953110635377,0.0484376045550047,636,29.71698113207547,-2.0552287114308303,0.9935871676631328
XRPUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_1h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,56212.98863540276,462.1298863540275,93430.44873311622,-81.98920970817962,1.3656293522708918,10.752253300042105,0.1261526430930002,805,20.496894409937887,57.407439298637016,1.091327355221278
ADAUSDT,binance,SmaCross,batch_SmaCross_4h,"{'fast': 15, 'slow': 50}",10000.0,137494.99834015436,1274.9499834015437,392985.8303481953,-75.42545202502633,7.8230039980846655,23.70853024656466,0.3177426083607043,165,29.6969696969697,772.6969596373006,1.1223137926532325
ADAUSDT,binance,MeanRevertBands,batch_MeanRevert_4h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,13773.354198052057,37.73354198052057,33440.7179841105,-73.48213537835368,2.168172122096257,17.558633633445986,0.1221674150621599,288,63.54166666666666,12.643107110179178,1.0315780233741667
ADAUSDT,binance,SmaCrossATR,batch_SmaCrossATR_4h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,7798.466245475863,-22.015337545241376,29971.78940864104,-81.914064101197,1.6302654838678432,20.2687936360713,0.0797862595206626,154,27.27272727272727,-14.295673730676322,0.9737763061550464
ADAUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_4h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,145402.2893818038,1354.022893818038,262859.16746566055,-65.65480743853286,7.34571319863937,21.27966319449584,0.3331555312973822,171,22.807017543859647,791.8262536947595,1.220558685630404
AVAXUSDT,binance,SmaCross,batch_SmaCross_4h,"{'fast': 15, 'slow': 50}",10000.0,397546.35143016814,3875.463514301681,1635312.4254989766,-81.33072497208015,12.140021808247514,28.335722802165776,0.4044511298603893,140,35.0,2768.1882245011884,1.115894797541756
AVAXUSDT,binance,MeanRevertBands,batch_MeanRevert_4h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,1189.915777340981,-88.10084222659017,21549.644659920985,-95.9215086132346,-2.2308797485173337,20.30130033861343,-0.111127821146758,245,55.10204081632652,-35.98476662126837,0.7937742312879726
AVAXUSDT,binance,SmaCrossATR,batch_SmaCrossATR_4h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,80134.0116623278,701.340116623278,205799.5591900911,-71.9746053520634,7.573371026058884,24.94796534454673,0.2926632461634089,130,36.15384615384615,539.4923974025205,1.134849738390504
AVAXUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_4h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,320313.3353801858,3103.133353801858,565797.2858795475,-64.5644218821216,10.812904493294306,25.543162739081176,0.4020409224943976,151,21.85430463576159,2055.055201193286,1.2597947645581846
BNBUSDT,binance,SmaCross,batch_SmaCross_4h,"{'fast': 15, 'slow': 50}",10000.0,245041.4393129955,2350.414393129955,97357.51125486102,-54.39875910379246,7.921841518605777,19.27751541152532,0.3955313792846198,156,37.17948717948718,1403.7719244734049,1.390066016000936
BNBUSDT,binance,MeanRevertBands,batch_MeanRevert_4h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,5357.104291288886,-46.42895708711114,8670.297228789233,-67.88973332473982,0.0248484926647307,15.049558419613666,0.0016509067904558,270,65.92592592592592,-17.195910032263416,0.855176188344086
BNBUSDT,binance,SmaCrossATR,batch_SmaCrossATR_4h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,12909.47955765167,29.09479557651671,25876.193568252507,-67.95425924412109,1.733237031191481,15.856526712851634,0.1083747049335566,154,34.41558441558442,14.853580196743112,1.0317885327933018
BNBUSDT,binance,SmaCrossRegime,batch_SmaCrossRegime_4h,"{'fast': 15, 'slow': 50, 'regime': 200}",10000.0,248164.5153285008,2381.645153285008,154873.3333993397,-46.24578132801964,7.573544941262633,17.401712896916266,0.4195859501939754,185,26.486486486486488,1199.4967513872732,1.4210450887535415
BTCUSDT,binance,SmaCross,batch_SmaCross_4h,"{'fast': 15, 'slow': 50}",10000.0,44342.86659060371,343.4286659060371,28902.508010908143,-65.25510485402144,3.691721889843236,13.678343465896074,0.2650518782524899,172,33.72093023255814,199.66782901513787,1.300855209028561
BTCUSDT,binance,MeanRevertBands,batch_MeanRevert_4h,"{'window': 20, 'k_entry': 2.0, 'k_exit': 0.5}",10000.0,3896.3912721574297,-61.03608727842571,6957.636090567708,-68.43405524149368,-1.063765856745147,11.15124219862807,-0.0959033604978375,269,62.0817843866171,-22.83460995697098,0.7524507365440727
BTCUSDT,binance,SmaCrossATR,batch_SmaCrossATR_4h,"{'fast': 15, 'slow': 50, 'atr_period': 14, 'k_stop': 2.0, 'atr_filter': True, 'atr_filter_mult': 1.0}",10000.0,8561.261621020521,-14.387383789794782,14865.884028275515,-65.8662106622533,0.3207233441209878,10.967028336250618,0.0291977141357422,154,27.27272727272727,-9.342457006360346,0.96226661376705
